Name,Family,Genus,Common_Name
Pedicularis canadensis,Orobanchaceae,Pedicularis,"Canadian Lousewort,Wood Betony"
Peganum harmala,Nitrariaceae,Peganum,Syrian Rue
Pelargonium crispum,Geraniaceae,Pelargonium,Lemon-scented Geranium
Peltandra virginica,Araceae,Peltandra,Green Arrow Arum
Penstemon barbatus,Plantaginaceae,Penstemon,Beardtongue
Pentaglottis sempervirens,Boraginaceae,Pentaglottis,Green Alkanet
Peperomia argyreia,Piperaceae,Peperomia,Watermelon Peperomia
Pereskia aculeata,Cactaceae,Pereskia,Barbados Gooseberry
Pericallis × hybrida,Asteraceae,Pericallis,"Cineraria,Florist's Cineraria"
Periploca graeca,Apocynaceae,Periploca,Silk Vine
Perovskia atriplicifolia,Lamiaceae,Perovskia,Russian Sage
Persicaria capitata,Polygonaceae,Persicaria,Pink-headed Persicaria
Persicaria hydropiper,Polygonaceae,Persicaria,Water-pepper
Petasites fragrans,Asteraceae,Petasites,Winter Heliotrope
Petasites japonicus,Asteraceae,Petasites,"Fuki,Giant Butterbur"
Petrorhagia saxifraga,Caryophyllaceae,Petrorhagia,Tunic Flower
Petroselinum segetum,Apiaceae,Petroselinum,Corn Parsley
Petteria ramentacea,Fabaceae,Petteria,Dalmatian Laburnum
Petunia integrifolia,Solanaceae,Petunia,Violet-flowered Petunia
Phacelia campanularia,Boraginaceae,Phacelia,Desert Bluebells
Phacelia tanacetifolia,Boraginaceae,Phacelia,Lacy Phacelia
Phaseolus acutifolius,Fabaceae,Phaseolus,Tepary Bean
Phellodendron chinense,Rutaceae,Phellodendron,Chinese Cork Tree
Philadelphus inodorus,Hydrangeaceae,Philadelphus,Scentless Mock-orange
Phlomis fruticosa,Lamiaceae,Phlomis,Jerusalem Sage
Phlomis russeliana,Lamiaceae,Phlomis,Turkish Sage
Phlox drummondii,Polemoniaceae,Phlox,Annual Phlox
Phlox paniculata,Polemoniaceae,Phlox,Garden Phlox
Phyla nodiflora,Verbenaceae,Phyla,"Frog Fruit,Turkey Tangle"
Phyllanthus emblica,Phyllanthaceae,Phyllanthus,"Amla,Indian Gooseberry"
Physalis alkekengi,Solanaceae,Physalis,"Chinese Lantern,Bladder Cherry"
Physocarpus malvaceus,Rosaceae,Physocarpus,Mallow-leaf Ninebark
Physostegia virginiana,Lamiaceae,Physostegia,Obedient Plant
Phyteuma scheuchzeri,Campanulaceae,Phyteuma,Horned Rampion
Phytolacca dioica,Phytolaccaceae,Phytolacca,Ombú
Picrasma excelsa,Simaroubaceae,Picrasma,"Jamaica Quassia,Bitter-wood"
Picris echioides,Asteraceae,Picris,Bristly Oxtongue
Pieris floribunda,Ericaceae,Pieris,Mountain Fetterbush
Pilea microphylla,Urticaceae,Pilea,Artillery Plant
Pilocarpus jaborandi,Rutaceae,Pilocarpus,Jaborandi
Pimelea ferruginea,Thymelaeaceae,Pimelea,Pink Rice Flower
Pimpinella major,Apiaceae,Pimpinella,Greater Burnet-saxifrage
Pinguicula grandiflora,Lentibulariaceae,Pinguicula,Large-flowered Butterwort
Pistacia chinensis,Anacardiaceae,Pistacia,Chinese Pistache
Pistia stratiotes,Araceae,Pistia,Water Lettuce
Pittosporum tobira,Pittosporaceae,Pittosporum,Japanese Pittosporum
Plagiobothrys nothofulvus,Boraginaceae,Plagiobothrys,Rusty Popcornflower
Plantago coronopus,Plantaginaceae,Plantago,Buck's-horn Plantain
Plantago media,Plantaginaceae,Plantago,Hoary Plantain
Plantago psyllium,Plantaginaceae,Plantago,Psyllium
Platanus racemosa,Platanaceae,Platanus,California Sycamore
Platycodon grandiflorus,Campanulaceae,Platycodon,Balloon Flower
Platystemon californicus,Papaveraceae,Platystemon,Creamcups
Plectranthus verticillatus,Lamiaceae,Plectranthus,Swedish Ivy
Pleurospermum uralense,Apiaceae,Pleurospermum,Ural Pleurospermum
Podophyllum hexandrum,Berberidaceae,Podophyllum,Himalayan Mayapple
Polemonium caeruleum,Polemoniaceae,Polemonium,Jacob's Ladder
Polemonium reptans,Polemoniaceae,Polemonium,Creeping Jacob's Ladder
Polygala myrtifolia,Polygalaceae,Polygala,Myrtle-leaf Milkwort
Polygala vulgaris,Polygalaceae,Polygala,Common Milkwort
Polygonum bistorta,Polygonaceae,Polygonum,Bistort
Populus tremuloides,Salicaceae,Populus,Quaking Aspen
Porophyllum ruderale,Asteraceae,Porophyllum,"Papalo,Bolivian Coriander"
Portulaca umbraticola,Portulacaceae,Portulaca,Wingpod Purslane
Potentilla anserina,Rosaceae,Potentilla,Silverweed
Potentilla argentea,Rosaceae,Potentilla,Silvery Cinquefoil
Potentilla erecta,Rosaceae,Potentilla,Tormentil
Potentilla fruticosa,Rosaceae,Potentilla,Shrubby Cinquefoil
Pouteria sapota,Sapotaceae,Pouteria,Mamey Sapote
Pratia pedunculata,Campanulaceae,Pratia,Blue Star Creeper
Prenanthes alba,Asteraceae,Prenanthes,White Rattlesnake Root
Primula veris,Primulaceae,Primula,Cowslip
Primula vulgaris,Primulaceae,Primula,"Primrose,English Primrose"
Prinsepia utilis,Rosaceae,Prinsepia,Himalayan Wild Cherry
Prunella grandiflora,Lamiaceae,Prunella,Large-flowered Self-heal
Prunus andersonii,Rosaceae,Prunus,Desert Peach
Prunus caroliniana,Rosaceae,Prunus,Carolina Laurelcherry
Prunus laurocerasus,Rosaceae,Prunus,Cherry Laurel
Prunus lusitanica,Rosaceae,Prunus,Portugal Laurel
Prunus mume,Rosaceae,Prunus,"Japanese Apricot,Chinese Plum"
Prunus padus,Rosaceae,Prunus,Bird Cherry
Prunus serotina,Rosaceae,Prunus,Black Cherry
Prunus spinosa,Rosaceae,Prunus,"Blackthorn,Sloe"
Prunus virginiana,Rosaceae,Prunus,Chokecherry
Psidium cattleianum,Myrtaceae,Psidium,"Strawberry Guava,Cattley Guava"
Psophocarpus tetragonolobus,Fabaceae,Psophocarpus,Winged Bean
Psoralea pinnata,Fabaceae,Psoralea,Fountain Bush
Ptelea trifoliata,Rutaceae,Ptelea,"Hoptree,Wafer Ash"
Pterocarya stenoptera,Juglandaceae,Pterocarya,Chinese Wingnut
Pterostyrax hispidus,Styracaceae,Pterostyrax,Epaulette Tree
Ptilotus exaltatus,Amaranthaceae,Ptilotus,Mulla Mulla
Pulicaria dysenterica,Asteraceae,Pulicaria,Common Fleabane
Pulmonaria saccharata,Boraginaceae,Pulmonaria,Bethlehem Lungwort
Pulsatilla patens,Ranunculaceae,Pulsatilla,Eastern Pasqueflower
Pycnanthemum incanum,Lamiaceae,Pycnanthemum,Hoary Mountain-mint
Pycnostachys urticifolia,Lamiaceae,Pycnostachys,Nettle-leaved Hedge-nettle
Pyracantha koidzumii,Rosaceae,Pyracantha,Formosa Firethorn
Pyrola rotundifolia,Ericaceae,Pyrola,Round-leaved Wintergreen
Pyrostegia venusta,Bignoniaceae,Pyrostegia,Flame Vine
Quassia amara,Simaroubaceae,Quassia,"Amargo,Bitter-wood"
Quercus agrifolia,Fagaceae,Quercus,Coast Live Oak
Quercus coccinea,Fagaceae,Quercus,Scarlet Oak
Quercus garryana,Fagaceae,Quercus,"Garry Oak,Oregon White Oak"
Quercus macrocarpa,Fagaceae,Quercus,Bur Oak
Quercus palustris,Fagaceae,Quercus,Pin Oak
Quercus petraea,Fagaceae,Quercus,"Sessile Oak,Durmast Oak"
Quercus phellos,Fagaceae,Quercus,Willow Oak
Quercus velutina,Fagaceae,Quercus,Black Oak
Quillaja saponaria,Quillajaceae,Quillaja,Soapbark Tree
Randia aculeata,Rubiaceae,Randia,White Indigoberry
Ranunculus bulbosus,Ranunculaceae,Ranunculus,Bulbous Buttercup
Ranunculus repens,Ranunculaceae,Ranunculus,Creeping Buttercup
Raoulia australis,Asteraceae,Raoulia,"Scabweed,Vegetable Sheep"
Raphanus raphanistrum,Brassicaceae,Raphanus,"Wild Radish,Jointed Charlock"
Ratibida columnifera,Asteraceae,Ratibida,"Upright Prairie Coneflower,Mexican Hat"
Rehmannia glutinosa,Orobanchaceae,Rehmannia,Chinese Foxglove
Reseda lutea,Resedaceae,Reseda,Wild Mignonette
Reseda odorata,Resedaceae,Reseda,Common Mignonette
Rhamnus cathartica,Rhamnaceae,Rhamnus,Common Buckthorn
Rhaphiolepis indica,Rosaceae,Rhaphiolepis,Indian Hawthorn
Rheum palmatum,Polygonaceae,Rheum,"Turkey Rhubarb,Chinese Rhubarb"
Rhexia virginica,Melastomataceae,Rhexia,Virginia Meadow-beauty
Rhinanthus minor,Orobanchaceae,Rhinanthus,Yellow Rattle
Rhodanthe chlorocephala,Asteraceae,Rhodanthe,Pink and White Everlasting
Rhodochiton atrosanguineus,Plantaginaceae,Rhodochiton,Purple Bell Vine
Rhododendron calendulaceum,Ericaceae,Rhododendron,Flame Azalea
Rhododendron catawbiense,Ericaceae,Rhododendron,Catawba Rhododendron
Rhodotypos scandens,Rosaceae,Rhodotypos,"Jetbead,White Kerria"
Rhus glabra,Anacardiaceae,Rhus,Smooth Sumac
Ribes alpinum,Grossulariaceae,Ribes,Alpine Currant
Ribes aureum,Grossulariaceae,Ribes,Golden Currant
Richardia scabra,Rubiaceae,Richardia,Florida Pusley
Robinia hispida,Fabaceae,Robinia,Bristly Locust
Rollinia deliciosa,Annonaceae,Rollinia,Biriba
Romneya coulteri,Papaveraceae,Romneya,Coulter's Matilija Poppy
Rorippa palustris,Brassicaceae,Rorippa,Marsh Yellow-cress
Rosa banksiae,Rosaceae,Rosa,Lady Banks' Rose
Rosa centifolia,Rosaceae,Rosa,"Cabbage Rose,Provence Rose"
Rosa eglanteria,Rosaceae,Rosa,"Eglantine,Sweetbriar Rose"
Rosa foetida,Rosaceae,Rosa,Austrian briar
Rosa multiflora,Rosaceae,Rosa,Multiflora Rose
Rubus chamaemorus,Rosaceae,Rubus,Cloudberry
Rubus pentalobus,Rosaceae,Rubus,Creeping Raspberry
Rubus phoenicolasius,Rosaceae,Rubus,Japanese Wineberry
Rudbeckia fulgida,Asteraceae,Rudbeckia,Orange Coneflower
Rudbeckia laciniata,Asteraceae,Rudbeckia,Cutleaf Coneflower
Ruellia devosiana,Acanthaceae,Ruellia,Brazilian Wild Petunia
Rumex acetosella,Polygonaceae,Rumex,Sheep's Sorrel
Rumex obtusifolius,Polygonaceae,Rumex,Broad-leaved Dock
Ruta chalepensis,Rutaceae,Ruta,Fringed Rue
Sabatia angularis,Gentianaceae,Sabatia,Rose Pink
Sagina procumbens,Caryophyllaceae,Sagina,Procumbent Pearlwort
Salicornia virginica,Amaranthaceae,Salicornia,American Glasswort
Salix discolor,Salicaceae,Salix,Pussy Willow
Salix integra,Salicaceae,Salix,Dappled Willow
Salpiglossis sinuata,Solanaceae,Salpiglossis,Painted Tongue
Salsola tragus,Amaranthaceae,Salsola,"Prickly Russian Thistle,Tumbleweed"
Salvia argentea,Lamiaceae,Salvia,Silver Sage
Salvia coccinea,Lamiaceae,Salvia,"Scarlet Sage,Tropical Sage"
Salvia farinacea,Lamiaceae,Salvia,Mealycup Sage
Salvia leucantha,Lamiaceae,Salvia,Mexican Bush Sage
Salvia sclarea,Lamiaceae,Salvia,Clary Sage
Salvia viridis,Lamiaceae,Salvia,"Annual Clary,Painted Sage"
Samolus valerandi,Primulaceae,Samolus,Brookweed
Sanguisorba officinalis,Rosaceae,Sanguisorba,Great Burnet
Sanicula europaea,Apiaceae,Sanicula,"Sanicle,Wood Sanicle"
Santolina chamaecyparissus,Asteraceae,Santolina,Cotton Lavender
Sanvitalia procumbens,Asteraceae,Sanvitalia,Creeping Zinnia
Sapindus mukorossi,Sapindaceae,Sapindus,Indian Soapberry
Saponaria ocymoides,Caryophyllaceae,Saponaria,Rock Soapwort
Sarcobatus vermiculatus,Sarcobataceae,Sarcobatus,Greasewood
Sarracenia purpurea,Sarraceniaceae,Sarracenia,Purple Pitcher Plant
Saussurea costus,Asteraceae,Saussurea,"Costus,Kuth"
Saxifraga oppositifolia,Saxifragaceae,Saxifraga,Purple Saxifrage
Scabiosa atropurpurea,Caprifoliaceae,Scabiosa,Pincushion Flower
Scaevola aemula,Goodeniaceae,Scaevola,Fairy Fan-flower
Schinus terebinthifolia,Anacardiaceae,Schinus,Brazilian Peppertree
Schisandra chinensis,Schisandraceae,Schisandra,"Magnolia Vine,Five-flavor berry"
Scleranthus biflorus,Caryophyllaceae,Scleranthus,Cushion Bush
Scrophularia californica,Scrophulariaceae,Scrophularia,California Figwort
Scutellaria galericulata,Lamiaceae,Scutellaria,Common Skullcap
Sedum album,Crassulaceae,Sedum,White Stonecrop
Sedum kamtschaticum,Crassulaceae,Sedum,Kamschatka Stonecrop
Sedum spurium,Crassulaceae,Sedum,Two-row Stonecrop
Selinum wallichianum,Apiaceae,Selinum,Wallich's Milk-parsley
Sempervivum arachnoideum,Crassulaceae,Sempervivum,Cobweb House-leek
Senecio vulgaris,Asteraceae,Senecio,Groundsel
Senna hebecarpa,Fabaceae,Senna,Wild Senna
Serissa foetida,Rubiaceae,Serissa,"Snowrose,Tree of a Thousand Stars"
Serratula tinctoria,Asteraceae,Serratula,Saw-wort
Sesbania grandiflora,Fabaceae,Sesbania,Vegetable Hummingbird
Sesuvium portulacastrum,Aizoaceae,Sesuvium,Sea Purslane
Shepherdia argentea,Elaeagnaceae,Shepherdia,Silver Buffaloberry
Sherardia arvensis,Rubiaceae,Sherardia,Field Madder
Sida rhombifolia,Malvaceae,Sida,Arrowleaf Sida
Sigesbeckia orientalis,Asteraceae,Sigesbeckia,St. Paul's Wort
Silene acaulis,Caryophyllaceae,Silene,Moss Campion
Silphium perfoliatum,Asteraceae,Silphium,Cup Plant
Simmondsia chinensis,Simmondsiaceae,Simmondsia,Jojoba
Sinocalycanthus chinensis,Calycanthaceae,Sinocalycanthus,Chinese Wax Shrub
Sisymbrium officinale,Brassicaceae,Sisymbrium,Hedge Mustard
Sium sisarum,Apiaceae,Sium,Skirret
Smyrnium olusatrum,Apiaceae,Smyrnium,Alexanders
Solanum americanum,Solanaceae,Solanum,American Black Nightshade
Solanum dulcamara,Solanaceae,Solanum,Bittersweet Nightshade
Solanum nigrum,Solanaceae,Solanum,Black Nightshade
Solanum pseudocapsicum,Solanaceae,Solanum,Jerusalem Cherry
Solanum seaforthianum,Solanaceae,Solanum,Brazilian Nightshade
Soldanella alpina,Primulaceae,Soldanella,Alpine Snowbell
Solidago virgaurea,Asteraceae,Solidago,European Goldenrod
Sollya heterophylla,Pittosporaceae,Sollya,Bluebell Creeper
Sonchus arvensis,Asteraceae,Sonchus,Perennial Sowthistle
Sophora microphylla,Fabaceae,Sophora,Kōwhai
Sorbus aria,Rosaceae,Sorbus,Whitebeam
Sorbus domestica,Rosaceae,Sorbus,"Sorb Apple,Service Tree"
Sorbus torminalis,Rosaceae,Sorbus,Wild Service Tree
Spartium junceum,Fabaceae,Spartium,Spanish Broom
Spergula arvensis,Caryophyllaceae,Spergula,Corn Spurrey
Sphaeralcea coccinea,Malvaceae,Sphaeralcea,Scarlet Globemallow
Spigelia marilandica,Loganiaceae,Spigelia,"Indian Pink,Woodland Pinkroot"
Spilanthes acmella,Asteraceae,Spilanthes,Toothache Plant
Stachys officinalis,Lamiaceae,Stachys,"Betony,Wood Betony"
Stachys sylvatica,Lamiaceae,Stachys,Hedge Woundwort
Staphylea pinnata,Staphyleaceae,Staphylea,European Bladdernut
Stellaria holostea,Caryophyllaceae,Stellaria,Greater Stitchwort
Stephanandra incisa,Rosaceae,Stephanandra,Cutleaf Stephanandra
Stephanotis floribunda,Apocynaceae,Stephanotis,Madagascar Jasmine
Stewartia monadelpha,Theaceae,Stewartia,Tall Stewartia
Stokesia laevis,Asteraceae,Stokesia,Stoke's Aster
Streptosolen jamesonii,Solanaceae,Streptosolen,Marmalade Bush
Strobilanthes dyeriana,Acanthaceae,Strobilanthes,Persian Shield
Styphnolobium japonicum,Fabaceae,Styphnolobium,Japanese Pagoda Tree
Suaeda fruticosa,Amaranthaceae,Suaeda,Shrubby Seablite
Succisa pratensis,Caprifoliaceae,Succisa,Devil's-bit Scabious
Swainsona formosa,Fabaceae,Swainsona,Sturt's Desert Pea
Symphoricarpos orbiculatus,Caprifoliaceae,Symphoricarpos,Coralberry
Symplocos paniculata,Symplocaceae,Symplocos,Sapphire Berry
Syringa emodi,Oleaceae,Syringa,Himalayan Lilac
Syzygium malaccense,Myrtaceae,Syzygium,"Malay Apple,Mountain Apple"
Tagetes lucida,Asteraceae,Tagetes,Mexican Tarragon
Tagetes minuta,Asteraceae,Tagetes,"Stinking Roger,Wild Marigold"
Talinum fruticosum,Talinaceae,Talinum,"Waterleaf,Ceylon Spinach"
Tamarix gallica,Tamaricaceae,Tamarix,French Tamarisk
Tanacetum balsamita,Asteraceae,Tanacetum,Costmary
Taraxacum albidum,Asteraceae,Taraxacum,White-flowered Dandelion
Tecoma capensis,Bignoniaceae,Tecoma,Cape Honeysuckle
Telfairia occidentalis,Cucurbitaceae,Telfairia,Fluted Gourd
Terminalia catappa,Combretaceae,Terminalia,"Indian Almond,Tropical Almond"
Teucrium scorodonia,Lamiaceae,Teucrium,Wood Sage
Thalictrum aquilegiifolium,Ranunculaceae,Thalictrum,Meadow-rue
Thelesperma filifolium,Asteraceae,Thelesperma,"Greenthread,Navajo Tea"
Theobroma grandiflorum,Malvaceae,Theobroma,Cupuaçu
Thermopsis montana,Fabaceae,Thermopsis,Mountain Goldenbanner
Thespesia garckeana,Malvaceae,Thespesia,African Chewing Gum
Thladiantha dubia,Cucurbitaceae,Thladiantha,Manchu Tuber Gourd
Thlaspi arvense,Brassicaceae,Thlaspi,Field Penny-cress
Thunbergia grandiflora,Acanthaceae,Thunbergia,Blue Skyflower
Thymus serpyllum,Lamiaceae,Thymus,"Wild Thyme,Creeping Thyme"
Tibouchina urvilleana,Melastomataceae,Tibouchina,"Princess Flower,Glory Bush"
Tilia americana,Malvaceae,Tilia,"American Basswood,American Linden"
Tipuana tipu,Fabaceae,Tipuana,"Tipu Tree,Rosewood"
Torenia fournieri,Linderniaceae,Torenia,Wishbone Flower
Torilis japonica,Apiaceae,Torilis,Upright Hedge-parsley
Trachelium caeruleum,Campanulaceae,Trachelium,Blue Throatwort
Trachelospermum asiaticum,Apocynaceae,Trachelospermum,Asiatic Jasmine
Trachystemon orientalis,Boraginaceae,Trachystemon,Abraham-Isaac-Jacob
Tragopogon pratensis,Asteraceae,Tragopogon,Meadow Salsify
Trapa natans,Lythraceae,Trapa,"Water Chestnut,Water Caltrop"
Tribulus terrestris,Zygophyllaceae,Tribulus,"Puncture Vine,Caltrop"
Trichosanthes cucumerina,Cucurbitaceae,Trichosanthes,Snake Gourd
Tridax procumbens,Asteraceae,Tridax,"Coatbuttons,Tridax Daisy"
Trifolium arvense,Fabaceae,Trifolium,Hare's-foot Clover
Trifolium hybridum,Fabaceae,Trifolium,Alsike Clover
Trifolium incarnatum,Fabaceae,Trifolium,Crimson Clover
Triodanis perfoliata,Campanulaceae,Triodanis,Clasping Venus's Looking-glass
Triosteum perfoliatum,Caprifoliaceae,Triosteum,"Tinker's-weed,Wild Coffee"
Tripterygium regelii,Celastraceae,Tripterygium,Regel's Threewingnut
Trollius laxus,Ranunculaceae,Trollius,Spreading Globeflower
Tropaeolum peregrinum,Tropaeolaceae,Tropaeolum,Canary Creeper
Tropaeolum speciosum,Tropaeolaceae,Tropaeolum,Flame Nasturtium
Turnera ulmifolia,Passifloraceae,Turnera,Yellow Alder
Turritis glabra,Brassicaceae,Turritis,Tower Mustard
Ulmus glabra,Ulmaceae,Ulmus,Wych Elm
Ulmus pumila,Ulmaceae,Ulmus,Siberian Elm
Umbilicus rupestris,Crassulaceae,Umbilicus,"Navelwort,Wall Pennywort"
Uncarina grandidieri,Pedaliaceae,Uncarina,Mouse Trap Tree
Ursinia anthemoides,Asteraceae,Ursinia,Solar Fire
Vaccaria hispanica,Caryophyllaceae,Vaccaria,Cowherb
Vaccinium angustifolium,Ericaceae,Vaccinium,Lowbush Blueberry
Vaccinium oxycoccos,Ericaceae,Vaccinium,Small Cranberry
Valerianella locusta,Caprifoliaceae,Valerianella,"Corn Salad,Lamb's Lettuce"
Verbascum nigrum,Scrophulariaceae,Verbascum,Dark Mullein
Verbena hastata,Verbenaceae,Verbena,Blue Vervain
Verbesina alternifolia,Asteraceae,Verbesina,Wingstem
Vernonia noveboracensis,Asteraceae,Vernonia,New York Ironweed
Veronica officinalis,Plantaginaceae,Veronica,"Heath Speedwell,Common Speedwell"
Viburnum acerifolium,Adoxaceae,Viburnum,Maple-leaved Viburnum
Viburnum dentatum,Adoxaceae,Viburnum,Arrowwood Viburnum
Viburnum plicatum,Adoxaceae,Viburnum,Japanese Snowball
Viburnum rhytidophyllum,Adoxaceae,Viburnum,Leatherleaf Viburnum
Vicia cracca,Fabaceae,Vicia,Tufted Vetch
Vicia sativa,Fabaceae,Vicia,Common Vetch
Vicia sepium,Fabaceae,Vicia,Bush Vetch
Vigna aconitifolia,Fabaceae,Vigna,Moth Bean
Vigna angularis,Fabaceae,Vigna,Adzuki Bean
Vinca difformis,Apocynaceae,Vinca,Intermediate Periwinkle
Viola cornuta,Violaceae,Viola,"Horned Violet,Tufted Pansy"
Vitex negundo,Lamiaceae,Vitex,Chinese Chaste Tree
Vitis rotundifolia,Vitaceae,Vitis,Muscadine
Wahlenbergia gloriosa,Campanulaceae,Wahlenbergia,Royal Bluebell
Waldsteinia ternata,Rosaceae,Waldsteinia,Barren Strawberry
Sphagneticola trilobata,Asteraceae,Sphagneticola,Creeping Daisy
Weigela coraeensis,Caprifoliaceae,Weigela,Korean Weigela
Phacelia whitlavia,Boraginaceae,Phacelia,Canterbury bells
Wigandia caracasana,Boraginaceae,Wigandia,Caracus Wigandia
Wisteria frutescens,Fabaceae,Wisteria,American Wisteria
Witheringia solanacea,Solanaceae,Witheringia,Solanacea
Xanthium spinosum,Asteraceae,Xanthium,Spiny Cocklebur
Xanthoceras sorbifolium,Sapindaceae,Xanthoceras,Yellowhorn
Xeranthemum annuum,Asteraceae,Xeranthemum,Immortelle
Zabelia tyaihyonii,Caprifoliaceae,Zabelia,Korean Abelia
Zaleya pentandra,Aizoaceae,Zaleya,Desert horsepurslane
Zanthoxylum clava-herculis,Rutaceae,Zanthoxylum,"Hercules' Club,Toothache Tree"
Epilobium canum,Onagraceae,Epilobium,California Fuchsia
Zenobia pulverulenta,Ericaceae,Zenobia,Dusty Zenobia
Zinnia peruviana,Asteraceae,Zinnia,Peruvian Zinnia
Ziziphus jujuba,Rhamnaceae,Ziziphus,"Jujube,Red Date"
Ziziphus mauritiana,Rhamnaceae,Ziziphus,Indian Jujube
Zornia latifolia,Fabaceae,Zornia,Tan-bark Zornia
Zygophyllum fabago,Zygophyllaceae,Zygophyllum,Syrian Bean-caper
